customer_id,customer_code,gender,age_group,loyalty_tier,signup_date,preferred_device,country
13300,CUST_13300,Female,18-25,Gold,2011-10-26,Mobile App,United Kingdom
13301,CUST_13301,Male,26-35,Bronze,2010-11-05,Desktop Web,United Kingdom
13302,CUST_13302,Female,36-50,Gold,2010-01-15,Desktop Web,United Kingdom
13304,CUST_13304,Female,36-50,Gold,2009-09-03,Desktop Web,United Kingdom
13305,CUST_13305,Female,26-35,Platinum,2010-05-15,Mobile App,United Kingdom
13307,CUST_13307,Male,26-35,Gold,2010-08-03,Mobile App,United Kingdom
13308,CUST_13308,Male,18-25,Bronze,2010-06-17,Desktop Web,United Kingdom
13309,CUST_13309,Male,26-35,Bronze,2010-09-26,Tablet,United Kingdom
13310,CUST_13310,Female,18-25,Bronze,2009-11-08,Mobile App,United Kingdom
13311,CUST_13311,Male,36-50,Bronze,2010-07-09,Mobile App,United Kingdom
13313,CUST_13313,Female,65+,Silver,2010-12-02,Mobile Web,United Kingdom
13314,CUST_13314,Male,65+,Gold,2011-08-17,Mobile App,United Kingdom
13316,CUST_13316,Female,51-65,Gold,2009-12-28,Mobile Web,United Kingdom
13317,CUST_13317,Female,36-50,Silver,2009-09-24,Desktop Web,United Kingdom
13318,CUST_13318,Female,36-50,Bronze,2010-09-22,Mobile App,United Kingdom
13319,CUST_13319,Female,26-35,Bronze,2011-09-10,Mobile App,United Kingdom
13320,CUST_13320,Male,36-50,Bronze,2011-04-27,Mobile App,United Kingdom
13321,CUST_13321,Female,26-35,Bronze,2009-10-06,Mobile App,United Kingdom
13322,CUST_13322,Female,26-35,Silver,2009-03-03,Mobile Web,United Kingdom
13323,CUST_13323,Male,36-50,Bronze,2010-12-20,Desktop Web,United Kingdom
13324,CUST_13324,Female,26-35,Bronze,2009-03-01,Desktop Web,United Kingdom
13325,CUST_13325,Male,26-35,Bronze,2011-07-02,Desktop Web,United Kingdom
13327,CUST_13327,Male,51-65,Silver,2011-01-25,Mobile App,United Kingdom
13328,CUST_13328,Male,18-25,Silver,2010-09-26,Desktop Web,United Kingdom
13329,CUST_13329,Female,26-35,Silver,2010-07-15,Desktop Web,United Kingdom
13330,CUST_13330,Male,51-65,Bronze,2010-09-30,Desktop Web,United Kingdom
13332,CUST_13332,Male,36-50,Platinum,2011-05-05,Mobile App,United Kingdom
13334,CUST_13334,Female,36-50,Bronze,2010-04-26,Desktop Web,United Kingdom
13336,CUST_13336,Female,26-35,Silver,2011-06-29,Mobile Web,United Kingdom
13338,CUST_13338,Male,26-35,Silver,2010-06-26,Mobile App,United Kingdom
13339,CUST_13339,Male,51-65,Silver,2009-02-18,Mobile App,United Kingdom
13340,CUST_13340,Male,36-50,Gold,2010-06-07,Desktop Web,United Kingdom
13341,CUST_13341,Male,36-50,Bronze,2009-03-02,Mobile App,United Kingdom
13343,CUST_13343,Male,18-25,Silver,2009-07-06,Desktop Web,United Kingdom
13344,CUST_13344,Female,18-25,Bronze,2009-04-20,Tablet,United Kingdom
13345,CUST_13345,Female,65+,Silver,2011-01-31,Desktop Web,United Kingdom
13347,CUST_13347,Female,26-35,Bronze,2010-11-14,Desktop Web,United Kingdom
13348,CUST_13348,Male,36-50,Bronze,2010-10-11,Desktop Web,United Kingdom
13349,CUST_13349,Female,18-25,Silver,2009-09-28,Mobile App,United Kingdom
13350,CUST_13350,Male,36-50,Silver,2010-03-11,Mobile App,United Kingdom
13351,CUST_13351,Male,51-65,Bronze,2011-02-04,Mobile Web,United Kingdom
13352,CUST_13352,Male,36-50,Silver,2011-02-20,Desktop Web,United Kingdom
13354,CUST_13354,Female,18-25,Silver,2009-03-18,Mobile App,United Kingdom
13355,CUST_13355,Male,36-50,Bronze,2009-10-02,Mobile App,United Kingdom
13356,CUST_13356,Female,36-50,Silver,2010-10-06,Desktop Web,United Kingdom
13357,CUST_13357,Male,26-35,Silver,2010-11-07,Desktop Web,United Kingdom
13358,CUST_13358,Female,51-65,Silver,2010-10-14,Mobile Web,United Kingdom
13359,CUST_13359,Female,36-50,Bronze,2009-09-24,Mobile App,United Kingdom
13362,CUST_13362,Male,51-65,Bronze,2010-09-28,Mobile Web,United Kingdom
13363,CUST_13363,Female,36-50,Silver,2009-09-24,Desktop Web,United Kingdom
13364,CUST_13364,Female,18-25,Platinum,2011-06-18,Desktop Web,United Kingdom
13365,CUST_13365,Male,26-35,Silver,2010-12-10,Desktop Web,United Kingdom
13366,CUST_13366,Male,26-35,Bronze,2011-05-10,Mobile App,United Kingdom
13368,CUST_13368,Male,51-65,Silver,2009-04-28,Tablet,United Kingdom
13369,CUST_13369,Male,36-50,Gold,2010-09-02,Mobile App,United Kingdom
13370,CUST_13370,Male,36-50,Bronze,2010-07-22,Mobile App,United Kingdom
13372,CUST_13372,Female,26-35,Platinum,2010-09-30,Mobile Web,United Kingdom
13373,CUST_13373,Female,26-35,Platinum,2009-05-20,Desktop Web,United Kingdom
13375,CUST_13375,Female,36-50,Bronze,2009-03-09,Mobile Web,United Kingdom
13376,CUST_13376,Male,26-35,Platinum,2010-03-27,Desktop Web,United Kingdom
13379,CUST_13379,Male,26-35,Bronze,2011-09-05,Mobile App,United Kingdom
13381,CUST_13381,Female,36-50,Gold,2011-02-24,Mobile Web,United Kingdom
13382,CUST_13382,Female,18-25,Bronze,2011-01-20,Mobile App,United Kingdom
13384,CUST_13384,Male,26-35,Bronze,2009-03-23,Mobile Web,United Kingdom
13385,CUST_13385,Female,26-35,Silver,2009-07-31,Mobile App,United Kingdom
13388,CUST_13388,Male,18-25,Gold,2011-04-26,Mobile Web,United Kingdom
13389,CUST_13389,Female,65+,Bronze,2010-10-26,Mobile App,United Kingdom
13390,CUST_13390,Male,26-35,Silver,2009-03-17,Desktop Web,United Kingdom
13391,CUST_13391,Female,18-25,Bronze,2011-03-16,Mobile Web,United Kingdom
13394,CUST_13394,Male,26-35,Bronze,2010-11-25,Desktop Web,United Kingdom
13395,CUST_13395,Male,36-50,Bronze,2010-10-10,Desktop Web,United Kingdom
13396,CUST_13396,Male,26-35,Silver,2011-05-30,Mobile Web,United Kingdom
13397,CUST_13397,Male,36-50,Bronze,2010-09-28,Desktop Web,United Kingdom
13398,CUST_13398,Male,18-25,Bronze,2009-09-09,Mobile Web,United Kingdom
13402,CUST_13402,Male,18-25,Bronze,2010-06-05,Mobile App,United Kingdom
13403,CUST_13403,Female,26-35,Bronze,2009-08-18,Mobile App,United Kingdom
13404,CUST_13404,Male,51-65,Silver,2010-05-11,Mobile App,United Kingdom
13405,CUST_13405,Male,51-65,Platinum,2011-06-19,Mobile App,United Kingdom
13408,CUST_13408,Female,18-25,Bronze,2009-10-16,Mobile App,United Kingdom
13410,CUST_13410,Male,36-50,Platinum,2009-02-11,Desktop Web,United Kingdom
13411,CUST_13411,Male,51-65,Silver,2009-01-26,Mobile App,United Kingdom
13414,CUST_13414,Male,26-35,Silver,2010-07-27,Mobile App,United Kingdom
13416,CUST_13416,Female,51-65,Silver,2009-10-11,Mobile App,United Kingdom
13417,CUST_13417,Female,18-25,Gold,2009-06-09,Mobile Web,United Kingdom
13418,CUST_13418,Non-Binary,51-65,Bronze,2009-01-18,Desktop Web,United Kingdom
13419,CUST_13419,Male,36-50,Silver,2009-10-29,Mobile App,United Kingdom
13420,CUST_13420,Female,51-65,Silver,2010-03-02,Mobile Web,United Kingdom
13421,CUST_13421,Male,36-50,Silver,2010-09-16,Mobile App,United Kingdom
13422,CUST_13422,Male,26-35,Gold,2011-01-30,Tablet,United Kingdom
13425,CUST_13425,Female,51-65,Bronze,2010-12-18,Desktop Web,United Kingdom
13426,CUST_13426,Male,26-35,Silver,2011-09-14,Mobile App,United Kingdom
13427,CUST_13427,Female,26-35,Silver,2010-01-01,Desktop Web,United Kingdom
13428,CUST_13428,Female,36-50,Bronze,2009-03-22,Desktop Web,United Kingdom
13429,CUST_13429,Female,36-50,Bronze,2011-05-29,Mobile App,United Kingdom
13430,CUST_13430,Male,51-65,Silver,2011-08-25,Mobile Web,United Kingdom
13431,CUST_13431,Female,26-35,Gold,2010-03-18,Mobile App,United Kingdom
13434,CUST_13434,Female,36-50,Silver,2010-12-23,Mobile App,United Kingdom
13435,CUST_13435,Female,36-50,Gold,2009-09-28,Mobile App,United Kingdom
13436,CUST_13436,Male,18-25,Bronze,2010-08-29,Mobile App,United Kingdom
13437,CUST_13437,Male,26-35,Bronze,2009-06-04,Mobile App,United Kingdom
13439,CUST_13439,Female,26-35,Bronze,2011-03-08,Mobile Web,United Kingdom
13441,CUST_13441,Female,26-35,Bronze,2011-09-27,Mobile App,United Kingdom
13447,CUST_13447,Male,65+,Bronze,2009-07-12,Mobile App,United Kingdom
13448,CUST_13448,Female,36-50,Bronze,2011-01-16,Desktop Web,United Kingdom
13449,CUST_13449,Female,36-50,Silver,2010-10-21,Mobile Web,United Kingdom
13450,CUST_13450,Female,65+,Silver,2009-02-12,Tablet,United Kingdom
13451,CUST_13451,Female,26-35,Bronze,2010-12-30,Desktop Web,United Kingdom
13452,CUST_13452,Female,51-65,Bronze,2010-07-10,Tablet,United Kingdom
13453,CUST_13453,Female,26-35,Bronze,2009-01-16,Desktop Web,United Kingdom
13455,CUST_13455,Female,51-65,Silver,2011-05-13,Tablet,United Kingdom
13456,CUST_13456,Male,26-35,Bronze,2009-12-30,Desktop Web,United Kingdom
13458,CUST_13458,Female,51-65,Bronze,2011-05-04,Mobile App,United Kingdom
13460,CUST_13460,Male,26-35,Platinum,2009-09-03,Mobile App,United Kingdom
13461,CUST_13461,Male,26-35,Gold,2009-12-04,Desktop Web,United Kingdom
13462,CUST_13462,Female,36-50,Bronze,2010-09-07,Mobile App,United Kingdom
13464,CUST_13464,Male,26-35,Bronze,2009-07-21,Mobile App,United Kingdom
13466,CUST_13466,Female,36-50,Bronze,2011-07-29,Desktop Web,United Kingdom
13467,CUST_13467,Male,26-35,Gold,2009-08-18,Mobile Web,United Kingdom
13468,CUST_13468,Female,36-50,Silver,2010-06-16,Mobile App,United Kingdom
13470,CUST_13470,Female,26-35,Bronze,2009-01-29,Desktop Web,United Kingdom
13471,CUST_13471,Female,18-25,Silver,2010-01-27,Desktop Web,United Kingdom
13473,CUST_13473,Non-Binary,26-35,Bronze,2009-09-06,Tablet,United Kingdom
13474,CUST_13474,Female,26-35,Bronze,2010-03-21,Mobile Web,United Kingdom
13475,CUST_13475,Male,26-35,Bronze,2011-02-24,Desktop Web,United Kingdom
13476,CUST_13476,Female,26-35,Silver,2009-03-03,Desktop Web,United Kingdom
13477,CUST_13477,Male,26-35,Bronze,2011-10-25,Mobile App,United Kingdom
13479,CUST_13479,Female,18-25,Bronze,2010-02-02,Desktop Web,United Kingdom
13481,CUST_13481,Male,36-50,Bronze,2010-03-07,Desktop Web,United Kingdom
13482,CUST_13482,Female,51-65,Bronze,2009-05-15,Mobile Web,United Kingdom
13483,CUST_13483,Female,26-35,Gold,2010-12-20,Desktop Web,United Kingdom
13484,CUST_13484,Female,36-50,Bronze,2009-11-26,Mobile App,United Kingdom
13485,CUST_13485,Female,36-50,Bronze,2009-08-15,Desktop Web,United Kingdom
13486,CUST_13486,Male,26-35,Silver,2010-09-14,Mobile App,United Kingdom
13487,CUST_13487,Female,36-50,Gold,2009-07-12,Mobile App,United Kingdom
13488,CUST_13488,Male,26-35,Gold,2011-05-26,Mobile App,United Kingdom
13489,CUST_13489,Female,36-50,Silver,2011-01-15,Mobile App,United Kingdom
13491,CUST_13491,Male,18-25,Bronze,2010-02-12,Mobile Web,United Kingdom
13492,CUST_13492,Female,36-50,Silver,2009-03-20,Mobile App,Switzerland
13493,CUST_13493,Female,36-50,Silver,2010-05-22,Mobile App,Switzerland
13494,CUST_13494,Male,18-25,Bronze,2010-02-25,Tablet,United Kingdom
13495,CUST_13495,Female,26-35,Gold,2009-11-16,Mobile App,United Kingdom
13496,CUST_13496,Female,65+,Bronze,2011-09-11,Mobile App,United Kingdom
13497,CUST_13497,Male,26-35,Platinum,2010-08-05,Mobile App,United Kingdom
13499,CUST_13499,Male,36-50,Gold,2011-10-19,Mobile App,United Kingdom
13500,CUST_13500,Female,51-65,Silver,2010-10-15,Mobile App,United Kingdom
13501,CUST_13501,Female,36-50,Platinum,2009-08-08,Mobile App,Switzerland
13502,CUST_13502,Male,36-50,Silver,2009-06-13,Desktop Web,United Kingdom
13503,CUST_13503,Female,36-50,Bronze,2010-10-29,Mobile App,United Kingdom
13504,CUST_13504,Female,51-65,Bronze,2011-02-26,Mobile App,United Kingdom
13505,CUST_13505,Female,26-35,Bronze,2010-12-28,Mobile Web,Switzerland
13506,CUST_13506,Male,26-35,Bronze,2009-04-27,Mobile App,United Kingdom
13507,CUST_13507,Male,26-35,Silver,2010-10-08,Mobile Web,United Kingdom
13508,CUST_13508,Female,65+,Bronze,2010-03-14,Desktop Web,United Kingdom
13509,CUST_13509,Female,36-50,Bronze,2009-04-09,Mobile App,United Kingdom
13510,CUST_13510,Female,18-25,Silver,2011-09-22,Desktop Web,United Kingdom
13512,CUST_13512,Male,51-65,Gold,2011-03-01,Mobile App,United Kingdom
13513,CUST_13513,Female,26-35,Bronze,2009-04-18,Mobile App,United Kingdom
13514,CUST_13514,Female,18-25,Bronze,2011-01-09,Desktop Web,United Kingdom
13515,CUST_13515,Male,36-50,Bronze,2009-11-23,Desktop Web,United Kingdom
13516,CUST_13516,Female,26-35,Silver,2009-05-20,Desktop Web,United Kingdom
13517,CUST_13517,Male,51-65,Bronze,2011-01-30,Mobile Web,United Kingdom
13518,CUST_13518,Female,26-35,Silver,2010-07-29,Mobile App,United Kingdom
13519,CUST_13519,Female,51-65,Bronze,2011-03-25,Desktop Web,United Kingdom
13520,CUST_13520,Female,36-50,Bronze,2009-10-29,Desktop Web,Switzerland
13521,CUST_13521,Male,18-25,Platinum,2009-07-16,Tablet,United Kingdom
13522,CUST_13522,Male,65+,Bronze,2011-07-09,Mobile Web,United Kingdom
13523,CUST_13523,Male,36-50,Bronze,2009-04-29,Mobile Web,United Kingdom
13524,CUST_13524,Female,26-35,Bronze,2011-09-14,Mobile App,United Kingdom
13525,CUST_13525,Male,26-35,Silver,2009-09-19,Desktop Web,United Kingdom
13527,CUST_13527,Female,51-65,Silver,2009-11-21,Mobile App,United Kingdom
13529,CUST_13529,Female,26-35,Bronze,2010-03-25,Mobile App,United Kingdom
13531,CUST_13531,Male,26-35,Bronze,2009-10-07,Mobile Web,United Kingdom
13532,CUST_13532,Female,18-25,Bronze,2010-10-18,Mobile App,United Kingdom
13533,CUST_13533,Female,26-35,Silver,2009-04-24,Tablet,United Kingdom
13534,CUST_13534,Female,36-50,Gold,2010-10-18,Mobile App,United Kingdom
13536,CUST_13536,Female,26-35,Silver,2009-07-15,Mobile Web,United Kingdom
13538,CUST_13538,Female,26-35,Silver,2010-12-24,Mobile App,United Kingdom
13539,CUST_13539,Male,26-35,Bronze,2011-05-17,Mobile App,United Kingdom
13544,CUST_13544,Female,26-35,Bronze,2011-01-27,Mobile App,United Kingdom
13546,CUST_13546,Male,51-65,Bronze,2009-04-18,Desktop Web,United Kingdom
13548,CUST_13548,Male,26-35,Bronze,2010-10-17,Mobile App,United Kingdom
13549,CUST_13549,Female,65+,Bronze,2010-11-19,Desktop Web,United Kingdom
13551,CUST_13551,Female,26-35,Silver,2009-12-01,Mobile App,United Kingdom
13552,CUST_13552,Female,26-35,Silver,2011-09-02,Mobile App,United Kingdom
13555,CUST_13555,Male,51-65,Platinum,2009-08-29,Mobile App,United Kingdom
13557,CUST_13557,Female,26-35,Bronze,2009-09-30,Mobile App,United Kingdom
13558,CUST_13558,Male,36-50,Silver,2011-08-12,Mobile Web,United Kingdom
13560,CUST_13560,Female,65+,Gold,2010-11-06,Mobile Web,United Kingdom
13561,CUST_13561,Male,18-25,Silver,2009-06-08,Mobile App,United Kingdom
13562,CUST_13562,Female,18-25,Bronze,2009-10-06,Desktop Web,United Kingdom
13563,CUST_13563,Female,36-50,Bronze,2009-05-29,Desktop Web,United Kingdom
13564,CUST_13564,Male,26-35,Bronze,2010-02-04,Mobile App,United Kingdom
13565,CUST_13565,Male,26-35,Bronze,2009-03-18,Mobile App,United Kingdom
13566,CUST_13566,Female,18-25,Silver,2010-01-17,Desktop Web,United Kingdom
13568,CUST_13568,Male,18-25,Bronze,2009-05-02,Mobile App,United Kingdom
13569,CUST_13569,Female,36-50,Bronze,2010-12-15,Mobile App,United Kingdom
13570,CUST_13570,Male,18-25,Silver,2010-02-10,Mobile App,United Kingdom
13571,CUST_13571,Male,26-35,Gold,2009-11-27,Desktop Web,United Kingdom
13572,CUST_13572,Female,36-50,Silver,2010-08-16,Mobile App,United Kingdom
13573,CUST_13573,Female,26-35,Silver,2009-09-01,Mobile App,United Kingdom
13575,CUST_13575,Female,18-25,Bronze,2010-08-30,Mobile App,United Kingdom
13576,CUST_13576,Male,36-50,Bronze,2009-02-11,Mobile App,United Kingdom
13577,CUST_13577,Male,18-25,Bronze,2010-01-02,Mobile App,United Kingdom
13579,CUST_13579,Female,36-50,Silver,2011-07-21,Mobile Web,United Kingdom
13581,CUST_13581,Female,51-65,Platinum,2010-01-24,Mobile App,United Kingdom
13583,CUST_13583,Male,26-35,Bronze,2010-10-31,Desktop Web,United Kingdom
13584,CUST_13584,Non-Binary,36-50,Silver,2010-12-19,Mobile App,United Kingdom
13587,CUST_13587,Male,26-35,Bronze,2009-03-31,Desktop Web,United Kingdom
13588,CUST_13588,Female,26-35,Silver,2010-08-02,Desktop Web,United Kingdom
13589,CUST_13589,Female,51-65,Bronze,2009-08-16,Mobile App,United Kingdom
13590,CUST_13590,Female,51-65,Bronze,2011-02-17,Mobile Web,United Kingdom
13591,CUST_13591,Male,26-35,Gold,2011-06-08,Desktop Web,United Kingdom
13592,CUST_13592,Female,36-50,Silver,2009-05-12,Mobile Web,United Kingdom
13593,CUST_13593,Male,51-65,Silver,2009-12-08,Mobile App,United Kingdom
13594,CUST_13594,Female,65+,Bronze,2010-07-10,Tablet,United Kingdom
13596,CUST_13596,Male,36-50,Bronze,2010-10-12,Desktop Web,United Kingdom
13598,CUST_13598,Male,26-35,Bronze,2009-09-07,Tablet,United Kingdom
13599,CUST_13599,Male,26-35,Gold,2010-02-07,Desktop Web,United Kingdom
13600,CUST_13600,Female,65+,Platinum,2009-11-18,Desktop Web,United Kingdom
13601,CUST_13601,Female,18-25,Bronze,2010-04-12,Desktop Web,United Kingdom
13602,CUST_13602,Female,36-50,Bronze,2011-08-21,Mobile Web,United Kingdom
13603,CUST_13603,Male,26-35,Gold,2009-05-16,Tablet,United Kingdom
13606,CUST_13606,Male,26-35,Bronze,2009-12-06,Mobile App,United Kingdom
13607,CUST_13607,Male,26-35,Silver,2011-08-07,Desktop Web,United Kingdom
13610,CUST_13610,Male,65+,Bronze,2009-08-31,Mobile App,United Kingdom
13611,CUST_13611,Male,18-25,Silver,2009-03-11,Desktop Web,United Kingdom
13614,CUST_13614,Female,36-50,Silver,2011-08-25,Mobile App,United Kingdom
13615,CUST_13615,Male,18-25,Gold,2010-08-22,Mobile App,United Kingdom
13617,CUST_13617,Female,26-35,Gold,2011-06-30,Mobile Web,United Kingdom
13618,CUST_13618,Female,26-35,Bronze,2010-06-22,Mobile App,United Kingdom
13621,CUST_13621,Female,36-50,Silver,2010-03-15,Desktop Web,United Kingdom
13623,CUST_13623,Female,26-35,Gold,2009-02-24,Desktop Web,United Kingdom
13626,CUST_13626,Female,26-35,Bronze,2010-06-17,Mobile App,United Kingdom
13627,CUST_13627,Male,18-25,Bronze,2010-11-10,Mobile App,United Kingdom
13629,CUST_13629,Female,26-35,Bronze,2011-09-02,Desktop Web,United Kingdom
13630,CUST_13630,Male,65+,Silver,2011-09-13,Mobile App,United Kingdom
13631,CUST_13631,Female,51-65,Bronze,2010-04-10,Mobile Web,United Kingdom
13632,CUST_13632,Female,26-35,Silver,2009-10-03,Tablet,United Kingdom
13634,CUST_13634,Female,36-50,Bronze,2009-03-27,Mobile App,United Kingdom
13635,CUST_13635,Female,51-65,Gold,2010-12-10,Mobile App,United Kingdom
13636,CUST_13636,Male,18-25,Bronze,2011-10-26,Desktop Web,United Kingdom
13637,CUST_13637,Female,51-65,Bronze,2011-05-15,Desktop Web,United Kingdom
13638,CUST_13638,Male,51-65,Silver,2011-01-20,Mobile App,United Kingdom
13639,CUST_13639,Female,18-25,Silver,2010-03-10,Mobile App,United Kingdom
13642,CUST_13642,Male,26-35,Bronze,2011-08-14,Desktop Web,United Kingdom
13643,CUST_13643,Male,65+,Bronze,2010-03-18,Tablet,United Kingdom
13644,CUST_13644,Male,36-50,Bronze,2011-03-03,Mobile App,United Kingdom
13645,CUST_13645,Female,18-25,Silver,2011-05-22,Mobile App,United Kingdom
13647,CUST_13647,Female,26-35,Gold,2011-01-25,Tablet,United Kingdom
13649,CUST_13649,Female,26-35,Silver,2011-10-26,Desktop Web,United Kingdom
13650,CUST_13650,Male,36-50,Silver,2009-06-20,Desktop Web,United Kingdom
13651,CUST_13651,Female,36-50,Silver,2009-10-18,Desktop Web,United Kingdom
13652,CUST_13652,Female,65+,Bronze,2010-04-14,Tablet,United Kingdom
13654,CUST_13654,Male,26-35,Platinum,2009-10-07,Desktop Web,United Kingdom
13655,CUST_13655,Female,36-50,Gold,2009-09-08,Mobile Web,United Kingdom
13656,CUST_13656,Male,36-50,Bronze,2010-12-24,Desktop Web,United Kingdom
13657,CUST_13657,Female,26-35,Bronze,2010-12-28,Desktop Web,United Kingdom
13658,CUST_13658,Female,26-35,Bronze,2009-11-27,Mobile App,United Kingdom
13659,CUST_13659,Male,65+,Bronze,2009-05-06,Mobile App,United Kingdom
13662,CUST_13662,Female,51-65,Silver,2010-06-29,Desktop Web,United Kingdom
13663,CUST_13663,Male,26-35,Silver,2010-11-25,Mobile App,United Kingdom
13666,CUST_13666,Female,36-50,Gold,2009-07-14,Desktop Web,United Kingdom
13667,CUST_13667,Female,26-35,Silver,2011-07-07,Mobile App,United Kingdom
13668,CUST_13668,Male,36-50,Silver,2010-12-15,Mobile Web,United Kingdom
13669,CUST_13669,Male,36-50,Silver,2010-05-18,Mobile App,United Kingdom
13670,CUST_13670,Male,36-50,Bronze,2009-10-26,Mobile Web,United Kingdom
13672,CUST_13672,Female,65+,Bronze,2010-05-05,Desktop Web,United Kingdom
13673,CUST_13673,Male,36-50,Silver,2009-04-30,Mobile App,United Kingdom
13675,CUST_13675,Female,26-35,Bronze,2009-08-31,Desktop Web,United Kingdom
13678,CUST_13678,Female,36-50,Bronze,2010-12-30,Mobile App,United Kingdom
13680,CUST_13680,Male,26-35,Gold,2009-01-05,Mobile App,United Kingdom
13681,CUST_13681,Female,26-35,Silver,2011-10-25,Mobile App,United Kingdom
13682,CUST_13682,Male,26-35,Bronze,2009-06-07,Mobile App,United Kingdom
13684,CUST_13684,Female,26-35,Silver,2011-10-04,Tablet,United Kingdom
13685,CUST_13685,Female,36-50,Gold,2010-04-05,Mobile App,United Kingdom
13686,CUST_13686,Male,26-35,Bronze,2009-06-05,Desktop Web,United Kingdom
13689,CUST_13689,Male,36-50,Bronze,2009-06-21,Mobile App,United Kingdom
13690,CUST_13690,Male,36-50,Platinum,2009-08-25,Desktop Web,United Kingdom
13692,CUST_13692,Male,26-35,Bronze,2009-04-09,Mobile App,United Kingdom
13693,CUST_13693,Male,51-65,Bronze,2010-11-17,Desktop Web,United Kingdom
13694,CUST_13694,Male,26-35,Silver,2010-04-08,Desktop Web,United Kingdom
13695,CUST_13695,Male,26-35,Gold,2011-03-04,Desktop Web,United Kingdom
13697,CUST_13697,Female,36-50,Bronze,2011-07-19,Mobile App,United Kingdom
13699,CUST_13699,Female,26-35,Bronze,2009-08-24,Desktop Web,United Kingdom
13700,CUST_13700,Female,18-25,Bronze,2009-07-24,Mobile App,United Kingdom
13703,CUST_13703,Non-Binary,36-50,Platinum,2011-01-20,Mobile App,United Kingdom
13704,CUST_13704,Male,36-50,Bronze,2011-02-24,Mobile App,United Kingdom
13705,CUST_13705,Female,26-35,Silver,2011-07-12,Mobile App,United Kingdom
13706,CUST_13706,Male,65+,Gold,2009-09-13,Desktop Web,United Kingdom
13707,CUST_13707,Male,36-50,Bronze,2011-07-18,Desktop Web,United Kingdom
13708,CUST_13708,Female,51-65,Platinum,2011-09-08,Mobile App,United Kingdom
13709,CUST_13709,Male,18-25,Platinum,2010-06-14,Mobile App,United Kingdom
13710,CUST_13710,Male,36-50,Gold,2011-02-28,Mobile App,United Kingdom
13711,CUST_13711,Female,51-65,Bronze,2009-02-02,Desktop Web,United Kingdom
13712,CUST_13712,Male,36-50,Silver,2009-04-18,Desktop Web,United Kingdom
13715,CUST_13715,Female,36-50,Gold,2011-10-09,Mobile App,United Kingdom
13716,CUST_13716,Male,26-35,Platinum,2011-07-27,Desktop Web,United Kingdom
13717,CUST_13717,Non-Binary,18-25,Bronze,2011-06-01,Desktop Web,United Kingdom
13718,CUST_13718,Male,26-35,Gold,2011-09-06,Desktop Web,United Kingdom
13719,CUST_13719,Female,26-35,Bronze,2009-04-07,Desktop Web,United Kingdom
13720,CUST_13720,Male,51-65,Bronze,2009-06-08,Desktop Web,United Kingdom
13721,CUST_13721,Male,26-35,Bronze,2011-05-10,Desktop Web,United Kingdom
13722,CUST_13722,Female,65+,Gold,2011-03-29,Mobile App,United Kingdom
13723,CUST_13723,Male,65+,Silver,2009-11-24,Mobile App,United Kingdom
13725,CUST_13725,Female,26-35,Silver,2009-04-15,Mobile App,United Kingdom
13726,CUST_13726,Male,26-35,Platinum,2009-02-09,Desktop Web,United Kingdom
13727,CUST_13727,Female,51-65,Bronze,2010-12-10,Mobile Web,United Kingdom
13728,CUST_13728,Female,65+,Silver,2010-09-13,Mobile App,United Kingdom
13730,CUST_13730,Female,26-35,Bronze,2011-03-10,Mobile App,United Kingdom
13731,CUST_13731,Male,26-35,Bronze,2011-06-01,Desktop Web,United Kingdom
13732,CUST_13732,Female,36-50,Silver,2011-03-14,Mobile Web,United Kingdom
13735,CUST_13735,Male,36-50,Platinum,2010-02-09,Mobile Web,United Kingdom
13736,CUST_13736,Female,26-35,Silver,2010-09-11,Desktop Web,United Kingdom
13737,CUST_13737,Female,36-50,Gold,2009-07-24,Mobile Web,United Kingdom
13739,CUST_13739,Male,18-25,Bronze,2009-02-18,Mobile App,United Kingdom
13740,CUST_13740,Male,18-25,Bronze,2009-01-17,Mobile App,United Kingdom
13741,CUST_13741,Female,26-35,Silver,2011-01-30,Mobile App,United Kingdom
13742,CUST_13742,Male,26-35,Bronze,2010-12-12,Desktop Web,United Kingdom
13743,CUST_13743,Male,26-35,Bronze,2009-07-23,Mobile App,United Kingdom
13744,CUST_13744,Male,26-35,Silver,2009-04-29,Desktop Web,United Kingdom
13745,CUST_13745,Female,26-35,Bronze,2010-08-03,Desktop Web,United Kingdom
13747,CUST_13747,Female,26-35,Bronze,2009-02-06,Mobile App,United Kingdom
13748,CUST_13748,Male,26-35,Silver,2010-10-16,Mobile Web,United Kingdom
13750,CUST_13750,Female,65+,Silver,2011-01-20,Mobile App,United Kingdom
13751,CUST_13751,Male,26-35,Gold,2010-08-24,Mobile App,United Kingdom
13752,CUST_13752,Male,26-35,Silver,2010-12-03,Desktop Web,United Kingdom
13753,CUST_13753,Male,36-50,Bronze,2010-07-03,Mobile App,United Kingdom
13754,CUST_13754,Male,65+,Platinum,2009-12-06,Desktop Web,United Kingdom
13755,CUST_13755,Non-Binary,26-35,Gold,2011-08-11,Mobile Web,United Kingdom
13756,CUST_13756,Female,36-50,Bronze,2010-10-06,Mobile Web,United Kingdom
13758,CUST_13758,Male,36-50,Bronze,2011-10-28,Mobile Web,United Kingdom
13759,CUST_13759,Female,36-50,Silver,2011-02-11,Mobile App,United Kingdom
